Flow,Kota,Tahun,Bulan,K100000,K50000,K20000,K10000,K5000,K2000,K1000,L1000,L500,L200,L100,L50
Inflow,Yogyakarta,2019,3,1023287.000,497122.000,17786.140,13576.530,8594.780,3289.340,127.650,0.090,3.460,0.120,1.120,0.000
Inflow,Yogyakarta,2019,4,489920.750,489920.750,15625.680,12084.480,7347.110,2644.070,120.000,0.300,4.500,1.170,0.260,0.000
Inflow,Yogyakarta,2019,5,295768.850,295768.850,18583.800,13379.090,7110.720,2425.040,113.890,0.010,0.980,0.110,0.180,0.000
Inflow,Yogyakarta,2019,6,1316434.700,1316434.700,67583.900,75116.950,17145.790,1537.840,51.820,0.070,1.490,0.120,0.050,0.000
Inflow,Solo,1994,1,,16038.500,29249.200,82790.640,10440.720,,3934.930,0.000,17.000,,2.370,0.000
Inflow,Solo,1994,2,,12190.700,30553.770,76122.420,9574.180,,2974.510,0.000,7.000,,1.350,0.000
Inflow,Solo,1994,3,,14576.230,53854.320,108356.050,12013.400,,2527.550,0.000,23.750,,30.400,1.200
Inflow,Solo,1994,4,,11956.330,40015.950,71394.650,10755.120,,5825.300,0.800,31.500,,227.500,20.750
Inflow,Solo,1994,5,,11512.400,43505.080,64091.260,9877.600,,3234.720,0.000,17.250,,148.000,33.580
Inflow,Solo,1994,6,,11854.650,47531.450,62801.020,10253.410,,3306.670,0.400,29.250,,102.650,24.380
Inflow,Solo,1994,7,,15559.250,57145.130,71310.280,11369.190,,2912.770,1.200,20.750,,51.250,22.830
Inflow,Solo,1994,8,,19283.900,59958.640,70675.740,10850.890,,3031.750,1.200,19.250,,27.500,13.930
Inflow,Solo,1994,9,,16239.580,54529.470,67484.690,9118.850,,3250.360,3.400,27.750,,17.300,15.930
Inflow,Solo,1994,10,,14832.680,54851.080,63648.740,8905.160,,3264.710,2.000,20.500,,2.320,1.730
Inflow,Solo,1994,11,,18078.500,60473.780,71258.540,11034.840,,3670.100,4.000,32.250,,3.400,2.780
Inflow,Solo,1994,12,,14897.350,54931.370,57094.580,9031.090,,3535.600,1.200,28.250,,6.990,6.230
Inflow,Solo,1995,1,,21761.230,73124.490,72746.760,10762.510,,3921.890,1.600,34.500,,5.000,6.860
Inflow,Solo,1995,2,,18605.000,65395.380,58013.120,8638.860,,2254.150,7.600,45.500,,0.800,0.750
Inflow,Solo,1995,3,,30953.900,101716.500,87557.460,12964.790,,4136.010,10.800,43.500,,71.920,5.340
Inflow,Solo,1995,4,,21431.350,64604.220,57207.460,9402.250,,4783.210,4.400,72.750,,285.380,41.750
Inflow,Solo,1995,5,,25555.530,67072.930,70081.740,9261.780,,2636.760,15.600,115.750,,231.560,63.610
Inflow,Solo,1995,6,,21445.130,63184.860,64017.550,9521.730,,3674.650,14.800,89.000,,221.950,55.740
Inflow,Solo,1995,7,,27201.800,79247.560,79982.120,9032.740,,2465.440,10.800,77.760,,124.800,26.910
Inflow,Solo,1995,8,,24357.650,79927.880,73122.100,9191.930,,3038.220,9.200,72.000,,61.980,22.230
Inflow,Solo,1995,9,,25558.710,72826.600,69306.310,7834.160,,2274.080,8.800,55.500,,87.760,21.780
Inflow,Solo,1995,10,,27416.350,69244.930,69994.510,8707.550,,3492.950,14.000,98.500,,70.880,24.560
Inflow,Solo,1995,11,,29256.780,75061.520,70948.210,8730.410,,3360.490,16.000,105.510,,106.780,40.450
Inflow,Solo,1995,12,,23667.550,63543.820,58072.070,7487.240,,2661.750,8.000,49.750,,74.770,20.690
Inflow,Solo,1996,1,,36383.380,91761.760,77807.810,9827.940,,3786.020,14.900,94.750,,38.630,12.680
Inflow,Solo,1996,2,,39757.750,95419.730,74713.480,7471.200,,1658.270,18.000,82.750,,22.250,4.330
Inflow,Solo,1996,3,,44256.300,82881.060,67807.500,8801.390,,6027.100,22.500,178.250,,345.580,43.260
Inflow,Solo,1996,4,,42273.400,78108.000,66277.950,8923.730,,5442.370,53.500,229.500,,676.150,148.650
Inflow,Solo,1996,5,,45053.200,79581.460,63750.170,7455.990,,3622.700,44.500,196.250,,401.360,88.200
Inflow,Solo,1996,6,,43748.780,69480.960,51796.900,6624.360,,2838.890,23.500,126.250,,219.820,47.480
Inflow,Solo,1996,7,,61041.480,102746.410,71986.200,8239.080,,3059.490,36.500,122.300,,131.070,33.270
Inflow,Solo,1996,8,,50846.430,84058.820,56540.080,6731.180,,3168.160,49.030,134.760,,147.150,29.630
Inflow,Solo,1996,9,,46552.750,81690.340,48442.470,5875.820,,3080.770,38.500,133.550,,146.530,41.070
Inflow,Solo,1996,10,,50907.750,88355.320,54895.710,6540.450,,3555.330,41.000,165.270,,131.300,36.850
Inflow,Solo,1996,11,,43284.450,82758.860,52038.860,6884.190,,3837.110,47.000,126.000,,113.170,23.390
Inflow,Solo,1996,12,,44610.050,76058.590,45857.290,6783.540,,3505.370,43.110,126.000,,94.720,29.770
Inflow,Solo,1997,1,,57105.900,109833.580,62079.790,8593.030,,3927.490,69.000,143.250,,33.660,16.890
Inflow,Solo,1997,2,,78264.030,142766.220,71872.360,8348.870,,3746.190,45.500,98.000,,139.610,16.530
Inflow,Solo,1997,3,,49872.900,82578.360,52400.550,7973.540,,6733.300,91.000,221.500,,582.920,86.510
Inflow,Solo,1997,4,,57473.500,108626.320,62561.790,8530.110,,4797.330,81.100,136.750,,487.250,103.330
Inflow,Solo,1997,5,,42249.450,81883.450,50389.730,6974.720,,4332.960,52.500,102.750,,261.220,65.730
Inflow,Solo,1997,6,,49763.930,95681.520,54038.290,6104.660,,3018.860,82.000,116.000,,225.460,44.230
Inflow,Solo,1997,7,,64066.950,119906.980,69379.060,7737.170,,3692.800,71.000,119.750,,127.360,26.350
Inflow,Solo,1997,8,,80266.100,122016.430,69092.900,5959.870,,3050.060,56.500,91.300,,102.770,21.910
Inflow,Solo,1997,9,,60363.050,100581.400,72688.500,7352.330,,4168.990,56.000,102.500,,96.700,26.200
Inflow,Solo,1997,10,,56919.500,96402.430,76076.090,7459.010,,4352.810,92.000,107.120,,126.430,24.360
Inflow,Solo,1997,11,,101448.050,93624.360,67404.640,6438.520,,3802.640,47.000,79.000,,133.900,23.950
Inflow,Solo,1997,12,,59163.650,98715.000,71943.710,8477.730,,3753.990,50.000,85.750,,85.000,24.700
Inflow,Solo,1998,1,,56805.900,90250.980,63168.340,7282.060,,2503.770,48.000,78.500,,45.300,16.080
Inflow,Solo,1998,2,,100016.800,137189.220,99440.570,15567.810,,4417.980,46.010,67.050,,205.080,23.080
Inflow,Solo,1998,3,,48489.000,79646.730,71840.180,15118.880,,5480.380,46.000,103.250,,354.870,61.450
Inflow,Solo,1998,4,,63834.180,103926.970,87802.290,18059.540,,3395.700,31.500,54.750,,167.680,28.150
Inflow,Solo,1998,5,,51941.350,71327.980,55812.580,10200.580,,3294.810,7.600,15.800,,62.300,23.070
Inflow,Solo,1998,6,,89189.430,104801.350,84038.060,15871.180,,3620.080,24.600,40.000,,168.020,34.930
Inflow,Solo,1998,7,,102469.130,119917.580,105077.690,19854.350,,2365.150,37.500,61.250,,65.350,26.870
Inflow,Solo,1998,8,,86298.300,91187.540,78774.530,15674.610,,2010.940,46.500,52.550,,21.590,25.560
Inflow,Solo,1998,9,,90614.650,92695.750,76945.880,15975.520,,1825.630,67.500,29.500,,2.980,3.010
Inflow,Solo,1998,10,,97005.280,102685.930,71769.220,16765.620,,1585.720,40.100,33.750,,1.650,0.500
Inflow,Solo,1998,11,,97184.980,93105.150,66716.220,13863.470,,1657.320,29.500,27.500,,0.210,0.400
Inflow,Solo,1998,12,,112832.000,105531.710,73383.730,13999.410,,1495.560,56.500,55.000,,0.880,1.140
Inflow,Solo,1999,1,,169087.900,114603.530,73721.690,12283.050,,833.970,14.500,26.000,,1.010,0.500
Inflow,Solo,1999,2,,144692.980,101960.080,64583.630,14683.310,,4594.900,51.000,73.000,,38.760,6.560
Inflow,Solo,1999,3,,195224.050,114650.910,64324.930,13772.530,,3536.620,42.000,52.250,,119.020,23.650
Inflow,Solo,1999,4,,218590.500,114528.020,64635.730,12701.740,,2799.090,50.500,61.000,,92.760,31.360
Inflow,Solo,1999,5,,183602.600,103583.710,59608.810,11680.630,,2529.470,57.000,102.250,,62.260,14.300
Inflow,Solo,1999,6,,219569.500,106083.000,58711.210,10998.050,,1785.590,94.500,82.250,,9.090,9.770
Inflow,Solo,1999,7,,241704.280,113231.200,55345.420,10695.530,,1826.580,80.500,96.750,,4.820,3.900
Inflow,Solo,1999,8,,229357.850,106447.160,47456.840,9233.060,,1625.810,71.000,98.000,,1.760,0.750
Inflow,Solo,1999,9,,222497.450,100504.640,42695.930,9991.430,,2408.020,108.500,74.500,,1.270,2.270
Inflow,Solo,1999,10,,212160.680,94612.690,41811.300,7839.470,,1892.760,70.100,59.000,,0.810,0.450
Inflow,Solo,1999,11,1686.200,258991.530,110758.180,45986.570,9487.150,,2260.460,62.100,73.250,,0.180,0.370
Inflow,Solo,1999,12,358.600,207829.500,101182.360,43106.440,9032.450,,2589.240,66.500,80.500,,25.300,25.230
Inflow,Solo,2000,1,130.400,438359.050,145747.040,50684.400,10624.150,,2931.720,41.500,93.250,,11.880,0.130
Inflow,Solo,2000,2,539.800,218476.280,109373.420,42659.450,12832.350,,7023.810,63.000,85.500,,69.960,10.060
Inflow,Solo,2000,3,3232.900,260581.500,117299.280,45802.030,11367.170,,5168.330,60.100,111.750,,143.620,19.460
Inflow,Solo,2000,4,10297.800,234785.050,99891.640,39062.490,10125.090,,3690.920,99.100,128.800,,109.050,6.550
Inflow,Solo,2000,5,22567.800,262696.250,124107.200,40113.470,9835.490,,3515.530,97.100,192.100,,109.180,31.490
Inflow,Solo,2000,6,27260.400,266764.730,96693.690,29656.050,7816.250,,2373.810,101.000,96.000,,16.940,19.950
Inflow,Solo,2000,7,56522.900,332691.150,123309.660,35692.190,7323.390,,1212.340,78.500,91.300,,1.690,1.590
Inflow,Solo,2000,8,67999.400,326302.700,127201.940,47479.450,9438.050,,1648.470,57.500,98.000,,1.200,1.050
Inflow,Solo,2000,9,111899.300,206658.230,120438.250,35292.610,9346.590,,2182.480,54.000,115.550,,9.080,0.560
Inflow,Solo,2000,10,127406.450,204306.900,121417.400,32138.420,8868.920,,1979.470,84.000,126.250,,1.890,1.200
Inflow,Solo,2000,11,128896.700,224339.330,127004.160,33584.470,9498.650,,1565.490,57.600,127.000,,0.800,0.370
Inflow,Solo,2000,12,88506.800,117362.100,58891.800,18024.550,4508.630,,397.030,9.500,25.500,,1.500,0.200
Inflow,Solo,2001,1,399435.900,408912.100,167228.420,45675.180,15291.820,,4521.830,53.000,144.750,,118.560,2.200
Inflow,Solo,2001,2,131619.350,177628.880,76897.160,29207.020,12197.740,,5418.560,115.700,201.200,,245.850,4.000
Inflow,Solo,2001,3,163458.150,224292.780,94718.070,31946.280,10509.120,,3799.340,310.600,516.200,,355.590,6.890
Inflow,Solo,2001,4,146535.650,191909.200,91163.720,30964.640,11226.590,,3445.970,166.000,17.750,,399.330,15.980
Inflow,Solo,2001,5,179550.300,218021.600,87663.200,28951.020,9212.980,,2676.610,162.000,0.500,,351.350,22.650
Inflow,Solo,2001,6,179943.700,183828.900,70748.680,25736.590,7740.450,,1595.710,92.000,34.250,,272.300,13.850
Inflow,Solo,2001,7,247558.600,246046.500,81991.520,26770.990,6770.980,,1037.030,16.500,179.000,,120.480,5.080
Inflow,Solo,2001,8,251421.700,232629.300,74915.540,26390.870,7774.310,,1292.850,17.500,82.250,,162.720,2.730
Inflow,Solo,2001,9,269128.350,212409.100,67793.130,23234.310,6051.530,,940.980,6.000,15.150,,141.600,3.830
Inflow,Solo,2001,10,315182.800,239951.800,74390.960,27218.920,7011.460,,1015.510,2.600,11.100,,78.220,3.150
Inflow,Solo,2001,11,291713.400,216678.030,71932.730,31247.770,7500.200,,646.900,0.000,0.000,,4.700,0.050
Inflow,Solo,2001,12,419123.100,215700.830,58050.060,23673.120,4240.340,,557.960,0.000,1.000,,0.900,0.000
Inflow,Solo,2002,1,387229.700,271611.800,92013.550,44740.640,17773.460,,7322.280,109.000,163.250,,193.000,4.050
Inflow,Solo,2002,2,200769.700,178859.850,57493.760,31156.500,11866.650,,5235.280,148.500,308.750,,305.950,4.100
Inflow,Solo,2002,3,249338.100,215965.050,64496.870,30923.000,10517.340,,4220.380,105.000,175.250,,341.600,4.250
Inflow,Solo,2002,4,302588.500,248383.550,69209.080,32398.220,11853.670,,4230.720,116.000,152.000,,432.600,5.380
Inflow,Solo,2002,5,298349.900,227455.750,56352.980,26753.150,9787.400,,2853.830,56.500,58.600,,328.500,13.780
Inflow,Solo,2002,6,253256.300,201158.530,45230.940,19188.010,7314.300,,2107.020,38.000,23.600,,272.350,23.300
Inflow,Solo,2002,7,352575.800,288668.850,57461.040,24094.820,8775.380,,1624.660,6.100,4.150,,166.360,12.850
Inflow,Solo,2002,8,285618.750,258113.680,52364.300,22641.840,8667.270,,1935.600,20.900,3.700,,223.740,6.340
Inflow,Solo,2002,9,261433.050,247969.630,50196.500,21153.610,8517.390,,2173.440,7.000,5.650,,91.860,7.400
Inflow,Solo,2002,10,277546.500,283897.450,57884.840,23530.790,9323.350,,1880.630,17.600,8.250,,128.810,4.800
Inflow,Solo,2002,11,251916.700,242071.550,49110.560,19069.470,7283.290,,987.780,15.500,4.800,,110.500,3.730
Inflow,Solo,2002,12,431636.600,395377.000,66586.380,27600.730,12155.940,,4093.550,5.000,31.500,,59.750,1.280
Inflow,Solo,2003,1,305071.600,348356.750,84921.520,42117.910,24819.130,,11048.410,56.000,172.750,,442.950,4.080
Inflow,Solo,2003,2,209661.700,245371.250,54100.000,23413.300,11821.900,,6398.630,39.500,164.250,,394.400,4.080
Inflow,Solo,2003,3,214203.300,270421.050,60321.720,26981.570,12819.340,,5202.350,16.000,79.250,,443.550,4.600
Inflow,Solo,2003,4,243368.300,327978.550,60773.190,24489.200,10198.110,,3634.960,41.000,114.500,,460.880,8.080
Inflow,Solo,2003,5,235942.300,288060.550,50155.920,21941.050,9022.680,,2786.030,40.000,87.000,,422.980,7.300
Inflow,Solo,2003,6,238847.600,286649.750,45786.840,19239.120,7973.260,,2578.450,72.000,70.500,,472.970,3.000
Inflow,Solo,2003,7,288875.600,362094.650,54130.360,22122.250,8745.400,,2140.690,43.500,25.500,,398.880,20.900
Inflow,Solo,2003,8,274842.800,319038.250,44911.980,18121.730,7416.080,,1833.630,19.000,18.850,,356.840,3.410
Inflow,Solo,2003,9,277516.400,339683.200,46912.960,18833.430,7695.370,,2131.230,48.000,28.250,,310.490,5.210
Inflow,Solo,2003,10,279129.100,354150.350,56721.220,22042.900,9272.270,,2139.870,28.000,38.520,,360.160,3.120
Inflow,Solo,2003,11,164732.400,182704.850,29419.400,10399.540,2957.830,,464.760,9.000,5.000,0.000,219.060,7.780
Inflow,Solo,2003,12,515994.700,626397.200,105789.460,34963.590,17392.780,,4705.660,34.100,203.690,0.020,302.590,4.630
Inflow,Solo,2004,1,284392.300,346209.980,73603.820,34455.140,19927.600,,6604.910,66.000,386.000,0.000,363.620,0.900
Inflow,Solo,2004,2,239830.900,296534.900,52410.760,20709.740,14431.780,,6216.270,108.600,493.250,0.000,408.320,2.170
Inflow,Solo,2004,3,259820.300,343598.650,57142.860,25952.830,13743.110,,5435.410,76.500,506.530,0.000,573.580,3.350
Inflow,Solo,2004,4,304259.300,337619.180,46947.340,19504.170,9643.090,,3476.730,49.000,342.750,0.000,351.610,37.800
Inflow,Solo,2004,5,281038.200,308049.200,41185.140,18466.140,9412.760,,4025.490,70.000,431.660,0.030,377.230,13.540
Inflow,Solo,2004,6,315559.300,351901.750,43837.220,16706.080,7558.100,,2734.830,62.100,445.520,0.000,501.070,13.960
Inflow,Solo,2004,7,345564.300,380505.400,48443.400,19713.880,8857.640,,1889.930,24.100,302.600,0.000,286.270,3.780
Inflow,Solo,2004,8,317880.800,370692.800,44619.260,17349.580,7986.310,,1978.350,36.100,272.660,0.000,326.720,2.360
Inflow,Solo,2004,9,295861.700,365025.800,44635.760,17660.800,8403.300,,2199.410,44.000,222.000,2.000,295.910,3.080
Inflow,Solo,2004,10,304806.600,370861.350,45965.360,17794.310,7436.770,,1647.010,28.000,189.510,4.010,196.600,1.200
Inflow,Solo,2004,11,474926.300,623876.600,52027.900,17733.410,6323.340,,1199.460,4.000,140.000,2.000,61.800,0.080
Inflow,Solo,2004,12,302256.400,436612.650,71349.080,36759.700,25361.840,,6309.340,74.000,562.500,20.000,261.660,0.530
Inflow,Solo,2005,1,282897.000,402716.900,49255.960,26552.870,16545.810,,5555.170,106.000,987.500,16.000,319.210,2.180
Inflow,Solo,2005,2,250705.700,360977.550,43749.380,20548.260,13755.760,,6456.980,104.000,905.760,20.000,315.820,0.450
Inflow,Solo,2005,3,274944.900,421079.800,47159.160,21975.500,13527.580,,5020.050,144.000,1032.530,74.000,463.060,1.600
Inflow,Solo,2005,4,264470.800,370381.600,40919.200,18370.170,10561.710,,3666.360,86.000,765.000,60.000,349.610,0.850
Inflow,Solo,2005,5,283054.100,413888.800,39509.980,16297.850,10380.560,,3634.200,66.000,595.650,70.000,309.510,3.080
Inflow,Solo,2005,6,258030.500,367133.050,35113.560,14937.930,9051.010,,2875.890,81.000,722.510,64.000,340.760,0.800
Inflow,Solo,2005,7,357065.200,463987.550,37323.040,14137.550,7594.090,,1639.750,24.000,367.510,18.000,161.410,0.100
Inflow,Solo,2005,8,355580.300,452089.150,41020.240,15204.300,9554.100,,1746.480,20.000,490.450,32.000,155.330,0.330
Inflow,Solo,2005,9,380854.700,463382.050,36205.640,12956.700,8047.190,,1348.610,30.000,345.250,30.000,99.460,1.080
Inflow,Solo,2005,10,362057.000,395976.350,29560.940,7940.720,5262.600,,946.540,4.000,217.500,32.000,51.250,0.010
Inflow,Solo,2005,11,748857.000,705276.950,62357.480,22194.210,19399.210,,3533.790,42.000,615.770,22.000,41.410,0.750
Inflow,Solo,2005,12,385725.000,387028.000,52490.440,21626.570,26742.480,,7673.170,82.000,1027.030,94.100,135.500,0.080
Inflow,Solo,2006,1,438465.300,411686.750,41779.900,15814.810,15969.180,,5380.740,149.000,1321.000,88.000,210.500,1.400
Inflow,Solo,2006,2,407883.700,378741.500,40572.480,15636.930,16345.060,,5257.930,124.500,1008.510,83.900,187.010,0.230
Inflow,Solo,2006,3,417716.900,398386.150,41009.640,14222.740,14015.400,,3590.210,0.000,566.030,0.000,0.010,0.000
Inflow,Solo,2006,4,408987.500,371967.050,37197.680,14158.130,11556.730,,2896.870,140.000,770.010,155.000,168.710,0.500
Inflow,Solo,2006,5,434649.100,415020.050,32869.320,8761.010,6723.390,,2505.570,88.500,621.530,103.600,127.710,0.000
Inflow,Solo,2006,6,437560.900,379181.500,28731.080,8026.730,6000.290,,1517.000,66.000,1469.750,140.500,78.160,0.000
Inflow,Solo,2006,7,537923.900,444152.050,34871.000,9249.130,5554.420,,954.090,4.000,428.800,30.000,2.000,0.000
